HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)
3827	Animalia	Chordata	Reptilia	Squamata	Colubridae	Spilotes	pullatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3828	Animalia	Chordata	Reptilia	Squamata	Colubridae	Storeria	dekayi	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3829	Animalia	Chordata	Reptilia	Squamata	Colubridae	Storeria	occipitomaculata	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	451	captivity	tiny	questionable	NA	NA	NA	NA	NA
3830	Animalia	Chordata	Reptilia	Squamata	Colubridae	Telescopus	semiannulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.6	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3831	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	butleri	730	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	14	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3832	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	couchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.7	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3833	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	cyrtopsis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3834	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3835	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	marcianus	547	547	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	759	unknown	medium	acceptable	NA	NA	NA	NA	NA
3836	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	ordinoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3837	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	radix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3838	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	sauritus	730	730	NA	NA	14	NA	NA	NA	NA	NA	NA	10.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3839	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis	sirtalis	730	730	100	NA	NA	NA	NA	NA	NA	150	NA	14	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3840	Animalia	Chordata	Reptilia	Squamata	Colubridae	Trimorphodon	biscutatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3841	Animalia	Chordata	Reptilia	Squamata	Colubridae	Uromacer	oxyrhynchus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3842	Animalia	Chordata	Reptilia	Squamata	Colubridae	Virginia	striatula	730	547	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3843	Animalia	Chordata	Reptilia	Squamata	Colubridae	Virginia	valeriae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3844	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Cordylus	cataphractus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3845	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Cordylus	cordylus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3846	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Cordylus	giganteus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3847	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Cordylus	warreni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3848	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Gerrhosaurus	major	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3849	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Gerrhosaurus	validus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3850	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Platysaurus	guttatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3851	Animalia	Chordata	Reptilia	Squamata	Cordylidae	Platysaurus	imperator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3852	Animalia	Chordata	Reptilia	Squamata	Corytophanidae	Basiliscus	plumifrons	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	485	captivity	large	acceptable	NA	NA	NA	NA	NA
3853	Animalia	Chordata	Reptilia	Squamata	Corytophanidae	Basiliscus	vittatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3854	Animalia	Chordata	Reptilia	Squamata	Corytophanidae	Corytophanes	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3855	Animalia	Chordata	Reptilia	Squamata	Corytophanidae	Laemanctus	longipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3856	Animalia	Chordata	Reptilia	Squamata	Elapidae	Acanthophis	antarcticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3857	Animalia	Chordata	Reptilia	Squamata	Elapidae	Aspidelaps	lubricus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3858	Animalia	Chordata	Reptilia	Squamata	Elapidae	Aspidelaps	scutatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3859	Animalia	Chordata	Reptilia	Squamata	Elapidae	Bungarus	caeruleus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3860	Animalia	Chordata	Reptilia	Squamata	Elapidae	Bungarus	fasciatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.2	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3861	Animalia	Chordata	Reptilia	Squamata	Elapidae	Bungarus	multicinctus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.7	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3862	Animalia	Chordata	Reptilia	Squamata	Elapidae	Dendroaspis	angusticeps	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3863	Animalia	Chordata	Reptilia	Squamata	Elapidae	Dendroaspis	jamesoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3864	Animalia	Chordata	Reptilia	Squamata	Elapidae	Dendroaspis	polylepis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3865	Animalia	Chordata	Reptilia	Squamata	Elapidae	Dendroaspis	viridis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3866	Animalia	Chordata	Reptilia	Squamata	Elapidae	Elapsoidea	sundevallii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3867	Animalia	Chordata	Reptilia	Squamata	Elapidae	Hemachatus	haemachatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3868	Animalia	Chordata	Reptilia	Squamata	Elapidae	Micruroides	euryxanthus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3869	Animalia	Chordata	Reptilia	Squamata	Elapidae	Micrurus	fulvius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3870	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	atra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.7	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3871	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	haje	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3872	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	kaouthia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3873	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	melanoleuca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3874	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	mossambica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3875	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	naja	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.3	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3876	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	nigricollis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3877	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	nivea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3878	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	pallida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3879	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	samarensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3880	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	sputatrix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3881	Animalia	Chordata	Reptilia	Squamata	Elapidae	Notechis	scutatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3882	Animalia	Chordata	Reptilia	Squamata	Elapidae	Ophiophagus	hannah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3883	Animalia	Chordata	Reptilia	Squamata	Elapidae	Oxyuranus	scutellatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3884	Animalia	Chordata	Reptilia	Squamata	Elapidae	Pseudechis	australis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3885	Animalia	Chordata	Reptilia	Squamata	Elapidae	Pseudechis	porphyriacus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3886	Animalia	Chordata	Reptilia	Squamata	Eublepharidae	Coleonyx	elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	451	captivity	tiny	questionable	NA	NA	NA	NA	NA
3887	Animalia	Chordata	Reptilia	Squamata	Eublepharidae	Coleonyx	variegatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3888	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Chondrodactylus	angulifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3889	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Chondrodactylus	bibronii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3890	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Christinus	marmoratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3891	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Eublepharis	macularius	400	400	55	NA	2	NA	NA	NA	NA	NA	NA	28.5	451	captivity	large	acceptable	NA	NA	NA	NA	NA
3892	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gehyra	oceanica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3893	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gekko	gecko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	485	captivity	large	acceptable	NA	NA	NA	NA	NA
3894	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hemidactylus	frenatus	365	365	58	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA
3895	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hemidactylus	turcicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3896	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hemitheconyx	caudicinctus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3897	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Heteronotia	binoei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3898	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hoplodactylus	duvaucelii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3899	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hoplodactylus	granulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3900	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hoplodactylus	maculatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3901	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Hoplodactylus	pacificus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	451	captivity	small	questionable	NA	NA	NA	NA	NA
3902	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Naultinus	elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3903	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Naultinus	gemmeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3904	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Naultinus	grayii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3905	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Naultinus	rudis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3906	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Oedura	marmorata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3907	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	astriata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3908	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	cepediana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3909	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	guentheri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3910	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	guimbeaui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3911	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	laticauda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3912	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	lineata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3913	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	madagascariensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	451	captivity	large	acceptable	NA	NA	NA	NA	NA
3914	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	standingi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3915	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Phelsuma	sundbergi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3916	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Ptyodactylus	hasselquistii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3917	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Rhacodactylus	leachianus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3918	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Teratoscincus	scincus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3919	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Underwoodisaurus	milii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3920	Animalia	Chordata	Reptilia	Squamata	Helodermatidae	Heloderma	horridum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3921	Animalia	Chordata	Reptilia	Squamata	Helodermatidae	Heloderma	suspectum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.9	451	captivity	large	acceptable	NA	NA	NA	NA	NA
3922	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3923	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Brachylophus	fasciatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3924	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Conolophus	pallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3925	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Conolophus	subcristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
3926	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	bakeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3927	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	hemilopha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3928	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	palearis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA
3929	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	pectinata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.2	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3930	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Ctenosaura	similis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3931	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	cornuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3932	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	cychlura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3933	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	nubila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.6	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3934	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	rileyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA
3935	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Dipsosaurus	dorsalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.5	NA	14.6	485	captivity	medium	acceptable	NA	NA	0.0441	69.5	305.5
3936	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Iguana	iguana	1640	1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	451	captivity	large	acceptable	NA	NA	NA	NA	NA
3937	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Oplurus	cuvieri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	"Rob Coke, pers. comm."	captivity	small	acceptable	NA	NA	NA	NA	NA
3938	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Oplurus	cyclurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA
3939	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	ater	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3940	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	hispidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3941	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Sauromalus	varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3942	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Gallotia	galloti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	582	captivity	small	acceptable	NA	NA	NA	NA	NA
3943	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Gallotia	simonyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	582	captivity	small	acceptable	NA	NA	NA	NA	NA
3944	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	viridis	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	NA	10	527	unknown	medium	acceptable	NA	NA	0.00337	15.7	293.83
3945	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	vivipara	730	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	1075	wild	large	acceptable	NA	NA	NA	NA	NA
3946	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Podarcis	muralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	527	unknown	medium	acceptable	NA	NA	NA	NA	NA
3947	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Teira	dugesii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	582	captivity	small	acceptable	NA	NA	NA	NA	NA
3948	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Timon	lepidus	912	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	527	unknown	medium	acceptable	NA	NA	NA	NA	NA
3949	Animalia	Chordata	Reptilia	Squamata	Loxocemidae	Loxocemus	bicolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.8	485	captivity	medium	acceptable	NA	NA	NA	NA	NA
3950	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	magister	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA
3951	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	poinsettii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	451	captivity	small	acceptable	NA	NA	NA	NA	NA
3952	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	serrifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	451	captivity	large	acceptable	NA	NA	NA	NA	NA
3953	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	undulatus	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
